,customer_id,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,credit_limit,total_revolving_bal,active_customer
5621,710512833,38,F,2,2,married,0,blue,29,6,3304.0,1338,True
5622,710803008,40,F,3,5,married,0,blue,30,6,3125.0,2041,True
5623,712987608,51,F,2,5,single,0,blue,40,3,1438.3,1153,True
5624,716974383,41,M,5,2,single,3,blue,28,3,2491.0,1979,True
5625,720930633,58,F,0,1,single,0,blue,46,5,1977.0,0,False
5626,710136258,33,F,2,2,single,0,blue,24,6,1806.0,0,False
5627,779438208,38,F,3,2,single,0,blue,22,4,1938.0,1175,True
5628,721017333,42,F,4,4,married,0,blue,36,4,3188.0,2002,True
5629,720952608,44,F,2,1,single,0,blue,29,6,2288.0,1505,True
5632,822132858,41,M,4,0,married,3,blue,37,1,23250.0,0,False
5633,713526258,47,M,3,0,single,4,blue,36,3,34516.0,0,False
5634,712877733,48,M,5,2,married,3,blue,42,6,12882.0,1402,True
5638,711824358,44,F,4,3,single,0,blue,31,3,3228.0,0,True
5639,789990333,43,F,4,2,single,1,blue,35,5,2303.0,722,True
5641,709612983,41,F,2,2,married,1,blue,36,5,2990.0,1828,False
5642,771058908,55,F,3,1,single,1,blue,42,3,2873.0,2455,True
5643,715471833,50,M,0,4,married,3,blue,36,5,28253.0,0,True
5645,713947908,33,M,2,1,married,3,blue,23,6,1630.0,0,True
5649,716269308,56,F,3,2,single,0,blue,36,4,2836.0,1362,True
5650,708692583,44,F,2,1,single,0,blue,31,3,1506.0,168,False
5651,709892658,48,F,5,2,single,0,blue,38,5,1605.0,1300,True
5652,713815383,53,M,1,1,single,3,blue,36,3,11778.0,0,False
5653,710183283,55,F,1,1,married,0,blue,36,5,2747.0,0,True
5654,711937158,49,M,3,3,married,2,blue,39,5,2501.0,0,True
5655,771486933,64,M,1,2,single,0,blue,52,5,2563.0,2242,True
5656,717450633,47,M,3,0,single,2,blue,36,3,1659.0,1544,False
5658,716403633,60,F,0,3,divorced,0,blue,50,5,3426.0,1650,True
5659,717646983,59,F,1,2,single,0,blue,49,4,3214.0,424,False
5660,778837083,50,M,2,2,married,3,blue,31,3,12906.0,321,False
5664,708946008,46,F,3,3,married,0,blue,36,5,1438.3,1214,False
5665,715625658,49,F,3,1,married,0,blue,36,3,4476.0,1492,True
5667,708960858,40,M,4,1,married,3,blue,21,3,11502.0,2066,True
5668,814840833,44,M,4,5,married,4,blue,39,4,7924.0,2517,False
5669,772082208,39,M,1,2,single,4,blue,28,4,16199.0,0,True
5670,711597183,43,M,2,0,divorced,3,blue,34,5,1452.0,0,True
5672,718673358,35,M,3,5,married,3,blue,30,5,13590.0,1528,False
5674,716108283,53,F,4,2,married,0,blue,46,6,4430.0,1579,True
5675,779360808,49,F,3,2,married,0,blue,35,3,2919.0,2032,True
5676,716352033,49,F,2,2,married,0,blue,39,3,2796.0,1035,True
5677,716643033,41,F,2,2,married,0,blue,31,3,2580.0,2137,False
5678,711567333,43,M,1,1,single,2,blue,31,5,2834.0,1720,True
5680,755437533,48,F,4,2,single,0,blue,41,3,1522.0,1273,True
5685,771566208,48,M,3,3,married,0,blue,36,3,8795.0,1318,True
5687,720725883,34,F,2,3,single,0,blue,20,5,2715.0,1503,True
5689,716747283,44,F,2,0,single,0,blue,36,5,2097.0,1224,True
5690,787519683,41,F,2,2,single,0,blue,30,3,3028.0,2270,True
5691,721044333,34,F,2,3,single,0,blue,22,5,1695.0,761,True
5692,713679633,41,F,3,2,married,0,blue,33,6,1438.3,0,False
5693,711126483,37,F,1,2,single,0,blue,28,4,1438.3,599,True
5697,715227633,36,F,3,3,single,0,blue,36,5,1964.0,0,True
5698,708635058,53,F,0,1,single,0,blue,44,4,1904.0,886,True
5699,709051533,46,F,1,2,married,1,blue,26,6,2933.0,1569,True
5701,712361583,47,M,5,2,married,3,silver,36,3,34516.0,760,True
5702,708390633,52,F,3,2,married,0,blue,44,5,2421.0,2312,True
5703,720281508,44,F,2,5,divorced,0,blue,34,3,2406.0,1491,True
5704,720885558,51,F,2,1,single,1,blue,37,5,2621.0,2426,True
5707,713282733,37,F,2,2,single,1,blue,24,4,3375.0,1730,True
5710,720040158,47,M,3,0,single,2,blue,36,3,17656.0,0,True
5711,755996583,57,F,2,0,single,0,blue,50,5,2475.0,0,False
5712,711359058,46,F,4,1,single,0,blue,33,3,3942.0,1711,True
5713,714064908,57,F,1,2,single,0,blue,36,4,1771.0,1289,True
5715,765847383,50,M,1,2,married,4,blue,43,4,20958.0,0,True
5716,789531633,53,F,4,2,single,0,blue,46,4,4117.0,777,True
5717,820593033,43,F,2,2,single,1,silver,39,3,18524.0,1736,True
5718,710078358,36,M,4,4,married,0,blue,26,5,2222.0,1291,True
5719,715025208,56,F,2,3,married,0,blue,46,5,3119.0,1778,True
5720,709596783,46,M,3,3,married,1,blue,34,5,1611.0,0,True
5721,715960308,53,F,1,2,divorced,0,blue,44,3,4090.0,2517,False
5723,787268733,52,F,1,2,married,1,blue,46,5,2442.0,1507,True
5724,789923058,53,F,1,1,married,1,blue,44,3,1816.0,0,False
5725,771079833,40,F,3,1,single,0,blue,27,3,1438.3,0,True
5726,710507733,42,M,4,2,single,2,blue,35,3,14958.0,1644,True
5728,711627558,40,F,3,0,single,0,blue,30,5,1625.0,912,True
5729,710536983,49,F,0,4,married,0,blue,36,6,3007.0,2517,True
5733,803657133,60,M,1,2,single,1,blue,54,6,1848.0,1408,True
5734,769053033,44,F,1,2,single,1,blue,38,3,4142.0,2517,False
5735,713613258,46,M,4,1,single,3,blue,36,6,1438.3,0,True
5736,768544833,45,F,4,0,single,0,blue,39,6,2202.0,1414,True
5737,720782658,42,M,4,2,married,2,blue,36,4,3591.0,1749,True
5738,768162108,49,M,3,3,married,4,blue,43,5,4781.0,0,False
5740,714516033,53,M,3,1,married,4,blue,44,4,9025.0,1005,True
5741,788630958,44,M,2,0,single,1,blue,28,3,11627.0,0,True
5744,716292033,37,F,4,1,single,0,blue,36,6,1438.3,0,True
5745,780372408,43,F,5,1,single,0,blue,33,6,4976.0,866,True
5747,823507833,44,M,4,1,single,2,blue,40,4,14370.0,945,True
5748,711111633,60,M,1,1,single,1,silver,49,5,21681.0,0,True
5749,709904508,59,F,0,4,single,1,blue,40,5,2634.0,1644,True
5750,712022883,37,F,2,1,single,1,blue,27,4,2204.0,919,True
5753,714581358,48,F,3,2,single,0,blue,43,3,1502.0,0,False
5755,825831933,52,F,3,1,married,0,blue,48,4,3136.0,1103,True
5756,720274158,42,F,4,1,married,0,blue,35,4,4478.0,1700,True
5758,794253108,52,M,4,2,single,1,blue,46,3,13090.0,0,True
5759,720899883,44,F,1,1,married,1,blue,35,6,6849.0,0,True
5760,714313608,36,F,4,0,married,0,blue,36,5,4228.0,1886,True
5761,716602683,49,F,3,2,married,1,blue,36,3,5678.0,2082,True
5762,715928808,42,F,2,1,married,0,blue,31,3,3964.0,1218,True
5763,771899433,48,M,3,2,married,3,blue,37,5,7970.0,2434,False
5765,709711758,45,F,3,0,divorced,0,blue,32,3,1942.0,0,False
5766,721137558,40,M,4,2,divorced,1,blue,28,1,5821.0,894,False
5769,822959133,32,F,3,4,married,1,blue,26,4,3174.0,2084,True
5770,720491958,34,F,3,0,single,0,blue,36,4,1438.3,0,True
5771,713607108,46,F,2,3,divorced,0,blue,31,6,1852.0,1428,True
5772,709729533,47,M,3,0,single,1,blue,39,4,1809.0,457,False
5773,717890583,48,F,1,2,divorced,1,blue,38,4,3503.0,1572,True
5774,718384233,52,M,5,5,single,1,silver,39,4,17835.0,868,True
5775,713401758,45,M,2,0,married,4,blue,36,6,3383.0,1458,True
5777,713556033,36,F,1,2,married,0,blue,22,5,1438.3,790,True
5778,719265108,42,F,3,1,married,0,blue,33,6,3815.0,1190,True
5779,778740708,39,F,3,2,married,0,blue,27,3,1902.0,962,True
5780,710952933,43,F,1,0,divorced,0,blue,36,5,2077.0,1254,True
5781,720991833,48,F,2,5,married,0,blue,36,4,2514.0,2090,False
5782,779954658,56,M,4,1,single,3,blue,40,4,34516.0,0,True
5783,714204108,45,F,5,2,single,0,blue,38,3,2144.0,1492,True
5784,805546308,65,F,0,1,single,0,blue,56,3,5951.0,2517,True
5787,802878408,53,F,1,2,married,1,blue,47,6,2799.0,0,True
5789,794558658,49,F,4,2,married,0,blue,34,3,2560.0,1430,True
5790,711634008,42,F,3,0,married,0,blue,36,6,5821.0,0,True
5791,708260208,43,F,5,0,single,0,blue,36,4,2057.0,1279,True
5792,713435058,49,F,5,1,divorced,0,blue,42,5,1972.0,1489,True
5793,719656533,44,M,3,1,married,2,blue,36,6,2675.0,0,True
5794,719709558,48,M,3,2,married,1,blue,33,3,6223.0,2126,True
5797,713105508,46,M,3,1,single,2,silver,29,4,34516.0,2040,True
5798,710719683,49,F,1,1,divorced,1,blue,43,3,3054.0,845,True
5799,817892208,35,F,2,5,single,0,blue,30,5,1438.3,0,True
5800,714102183,50,M,3,0,single,4,blue,36,1,7970.0,2282,False
5803,719445633,60,F,0,0,married,0,blue,36,4,1601.0,0,True
5804,709820658,45,M,4,1,married,3,blue,36,3,34516.0,1170,True
5805,718481283,51,F,1,1,married,0,blue,43,5,1822.0,1114,True
5806,789300408,41,M,4,1,married,0,blue,30,3,1614.0,700,True
5808,815088483,28,F,1,2,divorced,0,blue,23,4,2543.0,1156,True
5809,717139608,50,F,2,3,divorced,0,blue,36,3,3462.0,1817,True
5810,717626508,44,F,3,2,married,0,blue,36,3,1699.0,0,True
5813,716216958,48,M,1,0,married,2,blue,42,6,4429.0,883,True
5815,718693683,65,F,0,1,single,1,blue,53,4,2418.0,2205,True
5816,716298633,56,F,1,2,single,0,blue,47,5,2086.0,1792,True
5817,755661933,48,F,3,2,single,1,blue,41,5,1899.0,671,False
5818,712914783,43,M,5,2,single,1,blue,31,4,7564.0,0,True
5819,711240108,41,M,2,2,married,2,blue,31,3,13116.0,1225,True
5820,721396758,35,F,4,5,married,0,blue,36,3,1438.3,606,True
5821,715636533,48,F,3,1,married,0,blue,36,4,3716.0,0,True
5823,716669658,51,F,1,1,single,0,blue,33,6,2006.0,1608,False
5824,718212633,45,F,4,1,married,1,blue,36,5,2948.0,2232,True
5826,713629533,35,F,1,0,married,0,blue,36,3,1438.3,670,True
5827,771450708,58,F,3,2,married,1,blue,46,5,4669.0,1913,True
5828,711311883,48,F,2,2,married,0,silver,35,5,13994.0,0,True
5829,802673508,57,M,2,2,single,4,blue,51,3,8760.0,0,False
5830,708113208,53,F,1,1,married,0,blue,36,3,1688.0,0,True
5832,720043533,39,M,4,2,single,2,blue,26,6,4534.0,917,True
5833,801083133,57,F,4,0,single,0,blue,51,5,3545.0,1446,True
5834,716246733,57,F,2,3,single,0,blue,49,4,1857.0,1528,True
5837,828285858,41,F,3,3,married,0,blue,37,3,1438.3,765,True
5838,718890933,45,F,4,5,married,0,blue,27,3,1438.3,0,False
5839,711148308,52,M,3,2,single,2,blue,46,4,9357.0,1285,True
5840,712810233,40,F,2,2,married,0,blue,36,3,2423.0,1674,True
5841,714098883,45,F,1,2,single,1,blue,36,5,1936.0,1613,True
5842,779327733,43,M,1,2,divorced,2,blue,25,4,1783.0,1014,True
5844,710461083,56,F,2,2,single,0,blue,46,4,1438.3,0,True
5845,709306983,44,F,2,4,married,0,silver,36,6,10580.0,1023,True
5847,813182658,49,F,4,1,married,0,blue,44,4,1656.0,929,True
5848,781110408,39,F,0,1,single,0,blue,23,5,3279.0,0,True
5849,818007783,49,F,3,3,married,1,blue,44,6,2578.0,1590,True
5850,708862233,44,F,4,2,married,1,blue,30,3,4068.0,0,True
5851,714006333,42,F,4,2,married,0,blue,36,5,2128.0,528,False
5852,770596458,45,F,2,5,married,0,blue,31,4,2704.0,2262,False
5855,709534083,58,F,0,0,divorced,0,blue,36,3,9909.0,0,False
5856,710579583,57,F,1,2,married,0,blue,50,3,1665.0,983,True
5857,708949908,50,M,1,2,divorced,4,blue,42,1,1656.0,0,False
5859,718696458,52,F,1,2,married,0,blue,42,4,2012.0,1230,True
5860,710611683,43,F,2,4,married,0,blue,31,6,2837.0,1807,True
5861,721511883,40,F,3,2,single,0,blue,28,6,1709.0,0,True
5864,753094533,51,M,3,0,married,3,blue,44,3,24028.0,0,True
5867,769892058,40,M,3,0,single,3,blue,34,4,9124.0,2126,True
5869,715705683,56,F,1,2,single,0,blue,36,4,1936.0,1101,True
5870,715724808,49,M,3,1,married,3,blue,41,5,8051.0,2138,True
5871,717123858,36,F,1,2,married,1,blue,36,5,3635.0,1617,True
5872,716236683,46,F,1,1,married,0,blue,37,4,2532.0,1487,True
5874,779310033,42,F,4,5,married,0,blue,24,3,4304.0,0,False
5876,711409833,45,F,5,0,married,0,blue,33,3,1830.0,650,True
5877,721174008,37,M,2,0,married,4,blue,23,4,7607.0,2170,True
5878,714192933,55,F,3,2,single,0,blue,36,3,2060.0,0,False
5879,709632483,49,F,2,1,single,0,blue,40,3,1438.3,906,True
5880,718431258,41,M,4,1,single,2,blue,28,4,3126.0,1503,True
5881,817029108,47,F,4,4,single,1,blue,27,4,6885.0,1611,True
5883,769577358,31,F,0,2,single,0,blue,17,4,2787.0,1761,True
5884,815589558,50,M,2,4,married,3,blue,45,6,1867.0,1478,True
5886,718975083,47,F,4,2,single,0,blue,40,6,2473.0,0,False
5887,715315008,40,M,4,4,single,1,blue,30,6,4640.0,1555,True
5888,779252283,47,F,4,1,married,0,blue,29,6,2712.0,2411,True
5891,714533058,53,F,3,3,married,0,blue,43,4,1438.3,721,True
5892,716570958,50,M,3,4,divorced,2,blue,36,3,14409.0,511,False
5893,710116833,59,F,1,1,single,1,blue,36,5,1665.0,0,False
5894,718586133,43,F,3,2,married,0,blue,31,6,2639.0,0,True
5895,773322558,59,F,2,1,married,0,blue,48,6,2338.0,1566,True
5896,714554808,51,F,1,2,married,0,blue,40,3,2774.0,1362,True
5899,771464808,35,F,2,2,single,0,blue,23,6,2317.0,1301,True
5900,708234558,55,F,2,3,divorced,0,blue,43,5,2239.0,1340,True
5901,715737258,41,F,1,3,married,0,blue,32,6,2225.0,0,True
5902,710188308,51,F,3,2,single,0,blue,41,6,1519.0,1148,True
5904,714839808,51,F,3,2,married,0,blue,35,6,2141.0,1176,True
5905,811140933,43,F,2,1,married,0,blue,29,4,2616.0,1786,True
5906,788937933,39,F,3,2,divorced,0,blue,25,3,5494.0,1356,True
5907,721527858,52,F,3,1,married,0,blue,40,3,2003.0,1735,False
5908,718265658,47,F,4,0,single,0,blue,36,3,2092.0,1499,True
5909,714312708,44,M,0,1,single,2,blue,36,6,6606.0,2517,True
5912,712675158,56,M,1,2,single,2,blue,36,5,7075.0,1676,True
5913,826473858,44,M,1,3,single,1,blue,40,6,4274.0,1680,True
5914,817382958,47,F,3,1,single,0,blue,31,5,2317.0,0,True
5915,712927383,51,F,2,0,single,0,blue,36,3,1438.3,642,False
5916,712894308,47,M,4,1,married,3,blue,37,5,2888.0,0,True
5919,711430908,45,F,4,2,married,0,blue,34,3,1438.3,0,False
5925,809849358,55,F,2,2,divorced,0,blue,50,2,1720.0,0,False
5927,809363958,49,F,3,1,married,1,blue,44,5,3881.0,0,True
5931,721228308,47,F,2,1,married,0,blue,39,5,3899.0,0,False
5933,708708858,50,F,1,2,single,0,blue,36,1,2422.0,502,False
5934,721111233,52,M,2,2,married,3,blue,43,6,11964.0,800,True
5936,718866633,46,M,2,3,married,3,blue,36,5,33142.0,0,True
5937,719100633,40,M,2,1,single,4,silver,36,3,34516.0,1436,True
5938,789328083,42,F,4,1,married,0,blue,32,6,3454.0,0,False
5939,822905058,29,F,2,2,married,0,blue,25,6,2732.0,1746,True
5940,816549933,50,M,4,1,divorced,3,blue,45,4,1687.0,992,True
5941,716421633,43,F,3,2,married,0,blue,36,4,3523.0,0,False
5942,712667958,40,M,4,0,single,4,blue,36,4,5773.0,2024,True
5944,819979458,35,F,3,5,married,0,blue,30,5,3976.0,1789,True
5945,708100533,55,F,3,3,single,0,blue,36,3,2679.0,2277,True
5947,802867683,53,F,2,1,single,1,blue,47,5,1536.0,728,True
5948,711893358,46,M,5,1,married,1,blue,37,6,2375.0,1196,True
5949,785410158,50,F,3,1,married,0,blue,42,4,2719.0,0,True
5950,718596858,53,F,4,2,divorced,1,blue,45,5,3369.0,2424,True
5951,708338958,58,F,1,2,single,0,blue,36,5,3173.0,1713,True
5953,789662283,50,F,3,1,married,0,blue,33,3,2140.0,0,False
5954,712805658,56,F,3,0,single,0,blue,46,4,2258.0,0,True
5955,815598858,48,M,3,2,married,1,blue,43,5,2423.0,1779,True
5956,779412783,55,F,1,1,single,0,blue,37,4,2376.0,1969,True
5957,780036483,38,M,1,2,single,0,blue,28,4,1690.0,1459,True
5958,711527508,46,F,3,1,married,1,blue,34,2,8583.0,0,False
5959,720768258,52,F,3,2,single,0,blue,34,5,2996.0,2147,True
5961,714075708,48,M,4,0,divorced,3,gold,38,4,34516.0,1426,True
5963,787505133,36,M,3,3,married,4,blue,24,2,11316.0,1599,False
5964,712241433,38,F,0,1,single,0,blue,30,4,1438.3,1003,True
5965,807990108,44,M,1,0,divorced,4,blue,39,3,11362.0,0,True
5969,708807483,51,F,3,2,married,1,blue,45,5,9117.0,1259,True
5971,714733908,51,M,2,1,married,2,blue,37,6,8787.0,1087,True
5972,721067658,40,M,4,2,married,2,silver,36,6,27436.0,642,True
5973,788997408,65,F,2,5,single,0,blue,53,6,2195.0,1917,True
5974,719835033,46,M,4,3,married,3,blue,34,5,13734.0,568,True
5975,771854808,45,M,4,2,married,2,blue,34,6,2731.0,1868,True
5976,717299958,49,M,3,2,single,3,blue,45,3,2453.0,1534,True
5978,713019783,41,F,3,1,married,1,blue,35,3,2644.0,1794,True
5979,770968383,41,M,4,2,married,3,silver,28,3,34516.0,825,False
5980,709747308,41,M,5,2,married,2,blue,36,4,4575.0,1344,True
5981,801366783,51,F,1,3,single,0,blue,45,3,4860.0,1772,True
5982,798786333,46,F,2,2,married,0,blue,40,6,1438.3,510,True
5984,715117008,39,M,5,0,married,1,blue,36,4,1438.3,0,True
5985,713944833,46,M,5,0,single,2,blue,36,3,24512.0,766,True
5986,713569158,43,F,3,1,single,1,blue,34,1,1654.0,1474,False
5987,713037333,63,M,1,2,single,3,blue,55,6,21430.0,0,True
5988,718267233,50,M,1,2,married,4,silver,38,4,34516.0,1915,True
5989,709736658,37,M,4,0,married,1,blue,27,6,1438.3,759,True
5990,710929233,33,F,2,5,single,0,blue,36,5,2800.0,1559,True
5991,714290583,44,M,4,4,married,2,blue,36,3,3117.0,1400,True
5992,717972408,44,M,2,0,married,3,blue,34,6,2558.0,2016,True
5993,718626033,47,M,3,1,married,2,blue,39,2,10061.0,0,False
5996,709888383,47,F,3,2,married,0,blue,36,3,3147.0,2453,True
5999,719549508,49,F,4,2,single,0,blue,40,4,2712.0,1686,True
6000,718670808,59,F,0,3,married,0,blue,51,6,1438.3,0,True
6001,718211208,39,M,3,1,married,4,blue,36,6,3281.0,1682,True
6002,712578933,35,F,5,1,married,1,blue,25,3,1438.3,0,False
6003,709343433,39,F,2,2,single,0,blue,26,5,2469.0,1826,True
6006,719006508,34,M,2,2,married,2,blue,36,5,2763.0,1913,True
6007,721287183,49,F,2,0,married,0,blue,35,5,2081.0,0,True
6009,709080783,56,F,1,2,single,0,blue,38,4,1737.0,0,True
6013,719073483,45,M,3,0,married,3,blue,38,3,9234.0,0,False
6014,715372083,37,F,1,2,single,0,blue,36,3,2684.0,0,True
6015,780034083,48,F,3,1,married,1,blue,38,3,2151.0,0,True
6016,794581533,52,M,2,3,single,2,blue,37,4,2749.0,1380,True
6017,710013258,44,F,3,1,single,0,blue,31,3,1980.0,823,True
6018,719084358,55,F,1,2,married,0,blue,46,6,4232.0,0,False
6019,789173958,45,F,2,2,married,0,blue,34,4,1438.3,877,True
6021,712434708,52,F,3,1,married,0,blue,39,5,3302.0,2517,False
6025,708412758,33,F,3,2,single,0,blue,36,5,1457.0,0,False
6029,717147708,44,M,2,0,divorced,2,blue,34,6,3650.0,1270,True
6032,713158083,56,M,2,1,single,4,blue,46,2,7327.0,0,False
6033,771037008,46,M,1,0,married,3,blue,33,3,13324.0,0,True
6039,708559533,40,M,1,0,married,3,blue,36,6,1770.0,584,True
6041,772143333,46,F,2,1,single,0,blue,35,6,2170.0,1498,True
6044,771942333,65,M,1,3,single,0,blue,54,5,5363.0,1309,True
6045,755247108,50,F,2,5,single,0,blue,43,4,3206.0,0,True
6047,713858733,61,F,0,4,married,1,blue,53,4,2566.0,2164,True
6048,717129333,35,F,2,2,married,1,blue,25,3,1438.3,0,True
6049,716924958,65,F,2,2,single,0,blue,56,3,6812.0,1926,False
6050,719614758,45,F,4,2,single,1,blue,34,3,2700.0,1977,True
6052,771500358,43,F,2,0,divorced,0,blue,31,5,4332.0,1313,True
6054,715060158,41,F,4,2,single,0,blue,26,5,1783.0,1282,True
6055,779725833,42,M,2,2,single,2,blue,26,4,11761.0,1775,True
6056,716592558,52,F,1,1,single,0,blue,36,3,2340.0,1101,True
6057,771020133,45,F,5,0,single,0,blue,32,3,2859.0,1776,True
6058,709153008,37,M,3,1,married,1,blue,36,3,2523.0,2481,True
6059,713394858,48,M,2,4,married,1,blue,34,4,4776.0,0,True
6060,721175283,59,F,1,2,married,0,blue,36,3,2697.0,1410,True
6061,715503558,57,F,3,1,married,0,blue,36,6,3542.0,2417,True
6062,819943458,57,M,3,2,single,4,blue,52,6,34516.0,1000,False
6064,772073508,52,F,1,3,single,0,blue,41,5,1764.0,0,False
6065,721351983,43,F,4,0,married,0,blue,36,5,3492.0,2517,False
6066,714477408,36,F,3,1,married,0,blue,36,3,2977.0,1340,False
6067,718471758,49,M,4,5,single,2,silver,37,5,30976.0,2051,True
6068,711607833,43,M,5,1,married,2,blue,36,5,2810.0,2384,True
6070,719277033,44,M,3,1,single,1,blue,34,5,8997.0,708,True
6071,813905508,57,F,3,0,single,0,blue,52,4,2002.0,1188,True
6072,719761458,55,M,4,4,single,2,blue,36,3,4998.0,1626,True
6073,708222558,37,F,2,4,married,0,blue,36,6,2310.0,1513,True
6074,713937558,54,F,2,1,married,1,blue,36,3,3892.0,0,True
6075,709603608,34,M,3,0,married,2,blue,25,6,2345.0,1643,True
6076,804661083,50,M,0,2,single,3,blue,45,3,2135.0,1506,True
6078,718420308,50,F,2,1,married,0,blue,36,3,3397.0,1658,True
6079,714046608,49,M,0,5,married,2,blue,39,5,19719.0,1395,True
6081,718497033,52,M,1,1,married,4,blue,36,5,31733.0,0,True
6082,711801933,54,F,4,1,single,1,blue,36,3,1438.3,0,False
6083,716282208,54,F,2,4,married,0,blue,48,3,1638.0,0,False
6084,789076083,50,F,3,1,single,0,blue,38,6,2775.0,1475,True
6085,714045783,37,F,2,2,married,1,blue,29,2,2547.0,1965,False
6087,721092783,46,M,3,2,married,3,blue,36,6,19838.0,1290,True
6088,720243933,47,M,2,0,married,2,blue,32,1,1789.0,0,False
6089,818502708,51,F,1,0,single,1,blue,46,5,2284.0,1674,True
6090,712942308,42,M,3,5,single,2,blue,36,6,11535.0,1527,True
6092,714708183,58,M,2,1,single,2,silver,49,4,30186.0,0,True
6095,787501758,51,F,3,1,single,0,blue,39,5,4038.0,1237,True
6096,714990633,56,M,4,2,single,3,blue,36,5,2078.0,1696,True
6097,714652383,51,F,4,2,married,0,blue,36,5,1571.0,0,True
6098,788776008,43,M,3,3,married,3,blue,24,6,4726.0,1161,True
6100,719354433,48,M,1,3,single,3,silver,36,6,34516.0,1629,True
6101,709368483,56,M,2,2,married,1,blue,45,5,1438.3,0,True
6103,716272158,41,F,3,3,married,1,blue,15,5,4312.0,2517,False
6105,717073308,44,F,3,3,married,0,blue,31,5,2679.0,727,True
6106,789105183,54,M,3,4,single,3,silver,42,3,34516.0,2488,True
6107,721305408,48,F,2,2,married,0,blue,37,4,3378.0,0,True
6108,715739733,34,M,1,1,single,1,blue,25,4,1793.0,1141,True
6109,779217333,59,F,0,2,divorced,0,blue,49,6,2228.0,1502,True
6110,712133508,41,F,3,3,single,1,blue,22,5,2577.0,1582,True
6111,714602658,39,F,1,2,married,0,blue,36,1,1462.0,0,False
6112,712446783,50,F,4,2,married,0,blue,30,5,4038.0,1530,False
6116,719782458,49,F,1,2,married,1,blue,39,3,7201.0,1992,True
6117,718141983,49,M,0,1,single,3,blue,43,6,1883.0,1295,True
6118,718853358,42,F,3,2,single,0,blue,36,5,3308.0,2517,True
6119,772539558,65,F,0,3,single,0,blue,55,3,2022.0,0,True
6120,817094283,43,F,5,2,married,0,blue,23,5,8597.0,903,True
6123,772409733,39,F,3,1,divorced,1,blue,28,4,3400.0,2307,True
6124,717534108,48,F,3,1,divorced,1,blue,40,3,2405.0,1410,True
6125,816378033,46,M,4,0,single,3,gold,41,6,34516.0,1104,False
6126,790141308,44,M,2,3,married,3,blue,37,5,8241.0,0,True
6127,710770383,53,F,2,2,married,1,blue,36,4,1438.3,582,True
6129,713744058,41,F,3,1,married,0,blue,36,6,2359.0,1509,True
6130,708998583,47,F,4,4,married,0,blue,39,6,1790.0,0,True
6131,827451333,54,F,2,0,married,0,blue,50,3,2247.0,0,False
6132,714228558,40,M,3,1,single,3,blue,36,5,3624.0,0,True
6133,797668983,42,F,4,2,married,0,blue,36,6,1438.3,0,True
6134,713023158,39,F,2,3,married,1,blue,31,3,2901.0,2143,True
6135,709982658,41,F,2,3,married,0,blue,31,4,9759.0,2038,True
6136,715398858,57,F,3,4,married,0,blue,36,4,2525.0,1203,True
6137,715615233,60,F,1,1,divorced,0,blue,48,5,2737.0,1812,True
6138,710650608,51,M,2,2,married,3,blue,36,4,19262.0,1480,True
